,companyName,company_starRating,company_offeredRole,company_roleLocation,company_salary_raw,companyHQ,company_founded,company_industry,company_revenue,company_size,company_type,company_sector,requested_url,search_state,company_salary,job_seniority,job_title
35,Evonik,3.9,Data Engineer(147964),AL,$75K - $108K (Glassdoor est.),"Parsippany, NJ",2007.0,Chemical Manufacturing,$10+ billion (USD),10000+ Employees,Company - Public,Manufacturing,https://www.glassdoor.com/partner/jobListing.htm?pos=211&ao=1136043&s=58&guid=0000018689326ba68151a43f888fde81&src=GD_JOB_AD&t=SR&vt=w&cs=1_164ebf0c&cb=1677339028721&jobListingId=1007687294477&jrtk=3-0-1gq4j4quj2ff7001-1gq4j4qvb24hr000-5cc0c384d86752e7-,AL,91.5,no prefix,data_engineer
36,Inflow-ns,4.6,Data Engineer (Top Secret Clearance),AL,$51K - $78K (Glassdoor est.),"San Antonio, TX",,Aerospace & Defense,Unknown / Non-Applicable,1 to 50 Employees,Self-employed,Aerospace & Defense,https://www.glassdoor.com/partner/jobListing.htm?pos=223&ao=1136043&s=58&guid=0000018689326ba68151a43f888fde81&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_2b809df1&cb=1677339028722&jobListingId=1008488925544&jrtk=3-0-1gq4j4quj2ff7001-1gq4j4qvb24hr000-16aed719986e0069-,AL,64.5,no prefix,data_engineer
37,Quest Global,3.9,Data Analyst,AL,$49K - $73K (Glassdoor est.),"Singapore, Singapore",1997.0,Architectural & Engineering Services,$500 million to $1 billion (USD),10000+ Employees,Company - Private,"Construction, Repair & Maintenance Services",https://www.glassdoor.com/partner/jobListing.htm?pos=208&ao=1136043&s=58&guid=0000018689326ba68151a43f888fde81&src=GD_JOB_AD&t=SR&vt=w&cs=1_2a69c67c&cb=1677339028721&jobListingId=1008450233076&jrtk=3-0-1gq4j4quj2ff7001-1gq4j4qvb24hr000-2eddf96c7954381a-,AL,61.0,no prefix,data_analytics
38,Booz Allen Hamilton,4.2,Artificial Intelligence and Machine Learning Engineer,AL,Employer est.:$73K - $166K ,"McLean, VA",1914.0,Business Consulting,$5 to $10 billion (USD),10000+ Employees,Company - Public,Management & Consulting,https://www.glassdoor.com/partner/jobListing.htm?pos=215&ao=1136043&s=58&guid=0000018689326ba68151a43f888fde81&src=GD_JOB_AD&t=SR&vt=w&cs=1_cfe6409e&cb=1677339028721&jobListingId=1008489614647&jrtk=3-0-1gq4j4quj2ff7001-1gq4j4qvb24hr000-09af77a4c08dc108-,AL,119.5,no prefix,machine_learning_engineer
39,"deciBel Research, Inc.",4.1,Data Scientist,AL,$92K - $137K (Glassdoor est.),"Huntsville, AL",2002.0,Aerospace & Defense,Unknown / Non-Applicable,51 to 200 Employees,Company - Private,Aerospace & Defense,https://www.glassdoor.com/partner/jobListing.htm?pos=225&ao=1136043&s=58&guid=0000018689326ba68151a43f888fde81&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_1ec67974&cb=1677339028722&jobListingId=1008387275028&jrtk=3-0-1gq4j4quj2ff7001-1gq4j4qvb24hr000-4067e6ebb8933540-,AL,114.5,no prefix,data_science
40,Diaconia LLC,3.0,Data Analyst/Engineer - Data Analyst III,AL,Employer est.:$75K - $90K ,"Recife, Brazil",,,Unknown / Non-Applicable,Unknown,Company - Private,,https://www.glassdoor.com/partner/jobListing.htm?pos=230&ao=1136043&s=58&guid=0000018689326ba68151a43f888fde81&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_a5adc987&cb=1677339028723&jobListingId=1008447720011&jrtk=3-0-1gq4j4quj2ff7001-1gq4j4qvb24hr000-146cc8fc964ad11b-,AL,82.5,no prefix,data_analytics
41,US Internal Revenue Service,3.6,Mathematics Statistician or Statistician (Data Scientist) 12 Month Register Direct Hire,AL,Employer est.:$69K - $158K ,"Washington, DC",1862.0,National Agencies,Unknown / Non-Applicable,Unknown,Government,Government & Public Administration,https://www.glassdoor.com/partner/jobListing.htm?pos=212&ao=1136043&s=58&guid=0000018689326ba68151a43f888fde81&src=GD_JOB_AD&t=SR&vt=w&cs=1_c09616fd&cb=1677339028721&jobListingId=1008281303728&jrtk=3-0-1gq4j4quj2ff7001-1gq4j4qvb24hr000-e1ca284139fbae0c-,AL,113.5,no prefix,data_science
42,Fetch,3.8,Data Engineer,AL,$74K - $117K (Glassdoor est.),"Madison, WI",2013.0,Computer Hardware Development,Unknown / Non-Applicable,501 to 1000 Employees,Company - Private,Information Technology,https://www.glassdoor.com/partner/jobListing.htm?pos=218&ao=1136043&s=58&guid=0000018689326ba68151a43f888fde81&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_676c5163&cb=1677339028722&jobListingId=1008323597035&jrtk=3-0-1gq4j4quj2ff7001-1gq4j4qvb24hr000-54dde3e3f1eae3dd-,AL,95.5,no prefix,data_engineer
43,Change Healthcare,3.5,Data Mining Analyst,AL,Employer est.:$68K - $167K ,"Nashville, TN",2007.0,Information Technology Support Services,Unknown / Non-Applicable,10000+ Employees,Company - Public,Information Technology,https://www.glassdoor.com/partner/jobListing.htm?pos=226&ao=1136043&s=58&guid=0000018689326ba68151a43f888fde81&src=GD_JOB_AD&t=SR&vt=w&cs=1_87c87c16&cb=1677339028723&jobListingId=1007738233878&jrtk=3-0-1gq4j4quj2ff7001-1gq4j4qvb24hr000-c80d7aee2e852c32-,AL,117.5,no prefix,other title
44,HudsonAlpha Institute for Biotechnology,3.6,HudsonAlpha - Clinical Data Scientist / Bioinformatics I- CSL,AL,$83K - $134K (Glassdoor est.),"Huntsville, AL",,Civic & Social Services,$25 to $100 million (USD),51 to 200 Employees,Nonprofit Organization,Nonprofit & NGO,https://www.glassdoor.com/partner/jobListing.htm?pos=317&ao=1136043&s=58&guid=00000186893a782b841f82521c63c357&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_160d5b92&cb=1677339556188&jobListingId=1007923633876&jrtk=3-0-1gq4jku2jj4ha801-1gq4jku36gsrf800-c642d5d643a235ec-,AL,108.5,no prefix,data_science
45,"DESE Research, Inc.",4.6,Data Scientist,AL,$88K - $133K (Glassdoor est.),"Huntsville, AL",,Accounting & Tax,$5 to $25 million (USD),51 to 200 Employees,Company - Private,Financial Services,https://www.glassdoor.com/partner/jobListing.htm?pos=315&ao=1136043&s=58&guid=00000186893a782b841f82521c63c357&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_e15c6438&cb=1677339556188&jobListingId=1007849263982&jrtk=3-0-1gq4jku2jj4ha801-1gq4jku36gsrf800-12f47d1c6892c76c-,AL,110.5,no prefix,data_science
46,Polaris Sensor Technologies,3.8,AI/ML Image Processing Engineer,AL,$48K - $72K (Glassdoor est.),"Huntsville, AL",,Electronics Manufacturing,$1 to $5 million (USD),1 to 50 Employees,Company - Private,Manufacturing,https://www.glassdoor.com/partner/jobListing.htm?pos=326&ao=1136043&s=58&guid=00000186893a782b841f82521c63c357&src=GD_JOB_AD&t=SR&vt=w&cs=1_d690f1dc&cb=1677339556188&jobListingId=1008093227904&jrtk=3-0-1gq4jku2jj4ha801-1gq4jku36gsrf800-bfbd821b2f6751a9-,AL,60.0,no prefix,machine_learning_engineer
47,Life Time,3.5,Sports Statistician - Basketball,AL,$32K - $52K (Glassdoor est.),"Chanhassen, MN",1992.0,Beauty & Wellness,$1 to $5 billion (USD),10000+ Employees,Company - Public,Personal Consumer Services,https://www.glassdoor.com/partner/jobListing.htm?pos=320&ao=1136043&s=58&guid=00000186893a782b841f82521c63c357&src=GD_JOB_AD&t=SR&vt=w&cs=1_974c8576&cb=1677339556188&jobListingId=1008465212178&jrtk=3-0-1gq4jku2jj4ha801-1gq4jku36gsrf800-ee7e3aec44822f22-,AL,42.0,no prefix,other title
48,Regions,3.5,Risk Data Scientist - Consumer Credit Risk Account Management & Collections,AL,$54K - $78K (Glassdoor est.),"Birmingham, AL",1971.0,Banking & Lending,$5 to $10 billion (USD),10000+ Employees,Company - Public,Financial Services,https://www.glassdoor.com/partner/jobListing.htm?pos=319&ao=1136043&s=58&guid=00000186893a782b841f82521c63c357&src=GD_JOB_AD&t=SR&vt=w&cs=1_8393bde7&cb=1677339556188&jobListingId=1008400617244&jrtk=3-0-1gq4jku2jj4ha801-1gq4jku36gsrf800-36197272450d6fdf-,AL,66.0,no prefix,data_science
49,"deciBel Research, Inc.",4.1,Data Analyst,AL,$54K - $84K (Glassdoor est.),"Huntsville, AL",2002.0,Aerospace & Defense,Unknown / Non-Applicable,51 to 200 Employees,Company - Private,Aerospace & Defense,https://www.glassdoor.com/partner/jobListing.htm?pos=312&ao=1136043&s=58&guid=00000186893a782b841f82521c63c357&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_80ab9a33&cb=1677339556188&jobListingId=1008387275026&jrtk=3-0-1gq4jku2jj4ha801-1gq4jku36gsrf800-f19724af2da78c22-,AL,69.0,no prefix,data_analytics
50,Resolution LLC,,Data Scientist,AL,Employer est.:$130K - $155K ,"Huntsville, AL",,,Unknown / Non-Applicable,Unknown,Company - Public,,https://www.glassdoor.com/partner/jobListing.htm?pos=313&ao=1136043&s=58&guid=00000186893a782b841f82521c63c357&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_4b13ec9e&cb=1677339556188&jobListingId=1008309016027&jrtk=3-0-1gq4jku2jj4ha801-1gq4jku36gsrf800-eb67fe7efff296df-,AL,142.5,no prefix,data_science
51,Tennibot,5.0,Deep Learning Engineer,AL,$82K - $125K (Glassdoor est.),"Auburn, AL",,,Unknown / Non-Applicable,1 to 50 Employees,Company - Private,,https://www.glassdoor.com/partner/jobListing.htm?pos=316&ao=1136043&s=58&guid=00000186893a782b841f82521c63c357&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_d2ac01ba&cb=1677339556188&jobListingId=1008144184834&jrtk=3-0-1gq4jku2jj4ha801-1gq4jku36gsrf800-9fc40f44785e6b55-,AL,103.5,no prefix,machine_learning_engineer
52,US HQDA Field Operating Agencies and Staff Support Agencies,,Operations Research Analyst,AL,Employer est.:$47K - $108K ,,,,,,,,https://www.glassdoor.com/partner/jobListing.htm?pos=329&ao=1136043&s=58&guid=00000186893a782b841f82521c63c357&src=GD_JOB_AD&t=SR&vt=w&cs=1_bd32cb2e&cb=1677339556189&jobListingId=1008477689791&jrtk=3-0-1gq4jku2jj4ha801-1gq4jku36gsrf800-423746ea285ed675-,AL,77.5,no prefix,other title
53,Change Healthcare,3.5,Senior Data Analyst ÃÂ Claims Editing/CXT Cloud Operations,AL,Employer est.:$82K - $202K ,"Nashville, TN",2007.0,Information Technology Support Services,Unknown / Non-Applicable,10000+ Employees,Company - Public,Information Technology,https://www.glassdoor.com/partner/jobListing.htm?pos=314&ao=1136043&s=58&guid=00000186893a782b841f82521c63c357&src=GD_JOB_AD&t=SR&vt=w&cs=1_4da1eb0a&cb=1677339556188&jobListingId=1008461126781&jrtk=3-0-1gq4jku2jj4ha801-1gq4jku36gsrf800-403b2e588d82bfda-,AL,142.0,senior,data_analytics
54,Quest Diagnostics,3.5,"Senior Manager, Data Engineer - for Pack Health",AL,$95K - $137K (Glassdoor est.),"Secaucus, NJ",1967.0,Health Care Services & Hospitals,$5 to $10 billion (USD),10000+ Employees,Company - Public,Healthcare,https://www.glassdoor.com/partner/jobListing.htm?pos=324&ao=1136043&s=58&guid=00000186893a782b841f82521c63c357&src=GD_JOB_AD&t=SR&vt=w&cs=1_70e5bdef&cb=1677339556188&jobListingId=1008337672020&jrtk=3-0-1gq4jku2jj4ha801-1gq4jku36gsrf800-72f8348a671d50f6-,AL,116.0,senior,data_engineer
55,MI-GSO | PCUBED,3.7,Data Analyst Project Management Consultant,AL,$58K - $85K (Glassdoor est.),"Toulouse, France",1991.0,Business Consulting,$100 to $500 million (USD),1001 to 5000 Employees,Private Practice / Firm,Management & Consulting,https://www.glassdoor.com/partner/jobListing.htm?pos=310&ao=1136043&s=58&guid=00000186893a782b841f82521c63c357&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_ac7ce6c4&cb=1677339556187&jobListingId=1008461837827&jrtk=3-0-1gq4jku2jj4ha801-1gq4jku36gsrf800-e44e8b4ce08515ab-,AL,71.5,no prefix,data_analytics
56,Archarithms Inc,3.4,Data Library Analyst,AL,$53K - $78K (Glassdoor est.),"Huntsville, AL",2012.0,Aerospace & Defense,$1 to $5 million (USD),51 to 200 Employees,Company - Private,Aerospace & Defense,https://www.glassdoor.com/partner/jobListing.htm?pos=325&ao=1136043&s=58&guid=00000186893a782b841f82521c63c357&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_3af731a9&cb=1677339556188&jobListingId=1008445433583&jrtk=3-0-1gq4jku2jj4ha801-1gq4jku36gsrf800-997b03c03f1fba10-,AL,65.5,no prefix,other title
57,Logistics Management Institute,4.4,Data Scientist/Engineer - Clearance Required,AL,$83K - $123K (Glassdoor est.),"Tysons Corner, VA",1961.0,Business Consulting,$100 to $500 million (USD),1001 to 5000 Employees,Company - Private,Management & Consulting,https://www.glassdoor.com/partner/jobListing.htm?pos=321&ao=1136043&s=58&guid=00000186893a782b841f82521c63c357&src=GD_JOB_AD&t=SR&vt=w&cs=1_c19728c6&cb=1677339556188&jobListingId=1008446619844&jrtk=3-0-1gq4jku2jj4ha801-1gq4jku36gsrf800-348782d8af05b28e-,AL,103.0,no prefix,data_science
58,E-INFOSOL LLC,5.0,Senior Data Scientist,AL,$104K - $158K (Glassdoor est.),"Calverton, MD",2010.0,Enterprise Software & Network Solutions,$1 to $5 million (USD),1 to 50 Employees,Company - Private,Information Technology,https://www.glassdoor.com/partner/jobListing.htm?pos=323&ao=1136043&s=58&guid=00000186893a782b841f82521c63c357&src=GD_JOB_AD&t=SR&vt=w&cs=1_8efa265f&cb=1677339556188&jobListingId=1008438000099&jrtk=3-0-1gq4jku2jj4ha801-1gq4jku36gsrf800-17a826935eadc42f-,AL,131.0,senior,data_science
59,Logic20/20 Inc.,3.8,Big Data Engineer - PySpark,AL,Employer est.:$130K - $163K ,"Seattle, WA",2005.0,Business Consulting,$25 to $100 million (USD),201 to 500 Employees,Company - Private,Management & Consulting,https://www.glassdoor.com/partner/jobListing.htm?pos=322&ao=1136043&s=58&guid=00000186893a782b841f82521c63c357&src=GD_JOB_AD&t=SR&vt=w&cs=1_62aca35f&cb=1677339556188&jobListingId=1008429769136&jrtk=3-0-1gq4jku2jj4ha801-1gq4jku36gsrf800-8807904c0d073534-,AL,146.5,no prefix,data_engineer
60,Deloitte,4.1,People Analytics Lead,AL,$80K - $118K (Glassdoor est.),"New York, NY",1850.0,Accounting & Tax,$10+ billion (USD),10000+ Employees,Company - Private,Financial Services,https://www.glassdoor.com/partner/jobListing.htm?pos=413&ao=1136043&s=58&guid=00000186894289a9b5489638b283c66a&src=GD_JOB_AD&t=SR&vt=w&cs=1_17ec8bde&cb=1677340084970&jobListingId=1008421700411&jrtk=3-0-1gq4k52eljrrg801-1gq4k52f8kbml800-7ace4938bb1cc4ed-,AL,99.0,senior,other title
61,Deloitte,4.1,"Audit Analytics - Data Analytics Support Specialist, Senior",AL,$89K - $122K (Glassdoor est.),"New York, NY",1850.0,Accounting & Tax,$10+ billion (USD),10000+ Employees,Company - Private,Financial Services,https://www.glassdoor.com/partner/jobListing.htm?pos=419&ao=1136043&s=58&guid=00000186894289a9b5489638b283c66a&src=GD_JOB_AD&t=SR&vt=w&cs=1_66f88f6d&cb=1677340084971&jobListingId=1007994098610&jrtk=3-0-1gq4k52eljrrg801-1gq4k52f8kbml800-a57273c610701131-,AL,105.5,senior,data_analytics
62,Radiance Technologies Inc.,4.4,Big Data Engineer,AL,$84K - $124K (Glassdoor est.),"Huntsville, AL",1999.0,Aerospace & Defense,Unknown / Non-Applicable,501 to 1000 Employees,Company - Private,Aerospace & Defense,https://www.glassdoor.com/partner/jobListing.htm?pos=420&ao=1136043&s=58&guid=00000186894289a9b5489638b283c66a&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_a646743d&cb=1677340084971&jobListingId=1008284719360&jrtk=3-0-1gq4k52eljrrg801-1gq4k52f8kbml800-5b049048840a2eaa-,AL,104.0,no prefix,data_engineer
63,Georgia Tech Research Institute,4.6,"Data Scientist - Huntsville, AL - ASL - Open Rank",AL,$46K - $74K (Glassdoor est.),"Atlanta, GA",,Membership Organizations,Unknown / Non-Applicable,Unknown,College / University,Management & Consulting,https://www.glassdoor.com/partner/jobListing.htm?pos=412&ao=1136043&s=58&guid=00000186894289a9b5489638b283c66a&src=GD_JOB_AD&t=SR&vt=w&cs=1_75b489fc&cb=1677340084970&jobListingId=1008487310821&jrtk=3-0-1gq4k52eljrrg801-1gq4k52f8kbml800-bf58796267230e45-,AL,60.0,no prefix,data_science
64,ISSAC Corp,4.4,Data Scientist (Mid),AL,Employer est.:$100K - $125K ,"Colorado Springs, CO",,,Unknown / Non-Applicable,1 to 50 Employees,Company - Public,,https://www.glassdoor.com/partner/jobListing.htm?pos=406&ao=1136043&s=58&guid=00000186894289a9b5489638b283c66a&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_2444bda3&cb=1677340084970&jobListingId=1008383503320&jrtk=3-0-1gq4k52eljrrg801-1gq4k52f8kbml800-f99e3ec0023eef05-,AL,112.5,no prefix,data_science
65,Recruiting From Scratch,3.9,NLP Engineer,AL,Employer est.:$190K - $230K ,"New York, NY",2019.0,Staffing & Subcontracting,$1 to $5 million (USD),1 to 50 Employees,Company - Private,Human Resources & Staffing,https://www.glassdoor.com/partner/jobListing.htm?pos=428&ao=1136043&s=58&guid=00000186894289a9b5489638b283c66a&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_75309b02&cb=1677340084972&jobListingId=1008352619504&jrtk=3-0-1gq4k52eljrrg801-1gq4k52f8kbml800-b41bb8e0303dd8b2-,AL,210.0,no prefix,other title
66,RightDirection Technology Solutions,3.6,Data Scientist (Statistician),AL,$89K - $133K (Glassdoor est.),"Baltimore, MD",,Information Technology Support Services,Unknown / Non-Applicable,1 to 50 Employees,Company - Private,Information Technology,https://www.glassdoor.com/partner/jobListing.htm?pos=404&ao=1136043&s=58&guid=00000186894289a9b5489638b283c66a&src=GD_JOB_AD&t=SR&vt=w&cs=1_29f0eaca&cb=1677340084969&jobListingId=1007985047362&jrtk=3-0-1gq4k52eljrrg801-1gq4k52f8kbml800-dd7f6e681251ccf5-,AL,111.0,no prefix,data_science
67,Advisor Group,3.5,Senior Financial Data Analyst,AL,$73K - $98K (Glassdoor est.),"Phoenix, AZ",2016.0,Investment & Asset Management,$100 to $500 million (USD),1001 to 5000 Employees,Company - Private,Financial Services,https://www.glassdoor.com/partner/jobListing.htm?pos=423&ao=1136043&s=58&guid=00000186894289a9b5489638b283c66a&src=GD_JOB_AD&t=SR&vt=w&cs=1_4ff3adcf&cb=1677340084972&jobListingId=1008159821938&jrtk=3-0-1gq4k52eljrrg801-1gq4k52f8kbml800-fbe116edefa16856-,AL,85.5,senior,data_analytics
68,Shipt,3.7,Principal Engineer - Pay,AL,Employer est.:$124K ,"Birmingham, AL",2014.0,Internet & Web Services,Unknown / Non-Applicable,1001 to 5000 Employees,Subsidiary or Business Segment,Information Technology,https://www.glassdoor.com/partner/jobListing.htm?pos=424&ao=1136043&s=58&guid=00000186894289a9b5489638b283c66a&src=GD_JOB_AD&t=SR&vt=w&cs=1_8b635996&cb=1677340084972&jobListingId=1007939774067&jrtk=3-0-1gq4k52eljrrg801-1gq4k52f8kbml800-8d29cd4c28763f97-,AL,124.0,senior,other title
69,"PeopleTec, Inc.",4.9,Data Engineer,AL,$74K - $109K (Glassdoor est.),"Huntsville, AL",2005.0,Aerospace & Defense,$25 to $100 million (USD),201 to 500 Employees,Company - Private,Aerospace & Defense,https://www.glassdoor.com/partner/jobListing.htm?pos=411&ao=1136043&s=58&guid=00000186894289a9b5489638b283c66a&src=GD_JOB_AD&t=SR&vt=w&cs=1_68431345&cb=1677340084970&jobListingId=1008330274907&jrtk=3-0-1gq4k52eljrrg801-1gq4k52f8kbml800-d2c04107013d500f-,AL,91.5,no prefix,data_engineer
70,The University of Alabama,4.2,IT Technical Specialist IV - Senior Data Analyst,AL,$47K - $69K (Glassdoor est.),"Tuscaloosa, AL",,,$500 million to $1 billion (USD),1001 to 5000 Employees,College / University,,https://www.glassdoor.com/partner/jobListing.htm?pos=409&ao=1136043&s=58&guid=00000186894289a9b5489638b283c66a&src=GD_JOB_AD&t=SR&vt=w&cs=1_2fa2f546&cb=1677340084970&jobListingId=1008186100435&jrtk=3-0-1gq4k52eljrrg801-1gq4k52f8kbml800-e5fb91b0f1defb72-,AL,58.0,senior,data_analytics
71,Walmart,3.3,"(USA) Operations Manager II, Fleet Transportation",AL,$41K - $63K (Glassdoor est.),"Bentonville, AR",1962.0,General Merchandise & Superstores,$10+ billion (USD),10000+ Employees,Company - Public,Retail & Wholesale,https://www.glassdoor.com/partner/jobListing.htm?pos=426&ao=1136043&s=58&guid=00000186894289a9b5489638b283c66a&src=GD_JOB_AD&t=SR&vt=w&cs=1_2116d372&cb=1677340084972&jobListingId=1008484196543&jrtk=3-0-1gq4k52eljrrg801-1gq4k52f8kbml800-8eb1dd22de5ce799-,AL,52.0,senior,other title
72,Deloitte,4.1,Strategic Analytics - Manager,AL,$103K - $147K (Glassdoor est.),"New York, NY",1850.0,Accounting & Tax,$10+ billion (USD),10000+ Employees,Company - Private,Financial Services,https://www.glassdoor.com/partner/jobListing.htm?pos=415&ao=1136043&s=58&guid=00000186894289a9b5489638b283c66a&src=GD_JOB_AD&t=SR&vt=w&cs=1_2df22513&cb=1677340084971&jobListingId=1008284956807&jrtk=3-0-1gq4k52eljrrg801-1gq4k52f8kbml800-27ed738ff37ecba9-,AL,125.0,senior,other title
73,Axient,3.5,Machine Learning Data Scientist,AL,$75K - $111K (Glassdoor est.),"Huntsville, AL",,,Unknown / Non-Applicable,1001 to 5000 Employees,Company - Public,,https://www.glassdoor.com/partner/jobListing.htm?pos=416&ao=1136043&s=58&guid=00000186894289a9b5489638b283c66a&src=GD_JOB_AD&t=SR&vt=w&cs=1_8c10668d&cb=1677340084971&jobListingId=1007937896134&jrtk=3-0-1gq4k52eljrrg801-1gq4k52f8kbml800-6e703449b3fc4ff2-,AL,93.0,no prefix,machine_learning_engineer
74,Southern Company,4.2,"IT Security Analyst, Sr",AL,$77K - $109K (Glassdoor est.),"Atlanta, GA",1945.0,Energy & Utilities,Unknown / Non-Applicable,10000+ Employees,Company - Public,"Energy, Mining & Utilities",https://www.glassdoor.com/partner/jobListing.htm?pos=422&ao=1136043&s=58&guid=00000186894289a9b5489638b283c66a&src=GD_JOB_AD&t=SR&vt=w&cs=1_b2cf1f17&cb=1677340084971&jobListingId=1008479671852&jrtk=3-0-1gq4k52eljrrg801-1gq4k52f8kbml800-518709639f5ba410-,AL,93.0,senior,other title
75,"Vali, Inc",,Mathematician,AL,Employer est.:$75K - $140K ,,,,,,,,https://www.glassdoor.com/partner/jobListing.htm?pos=421&ao=1136043&s=58&guid=00000186894289a9b5489638b283c66a&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_1ce60db8&cb=1677340084971&jobListingId=1008457586026&jrtk=3-0-1gq4k52eljrrg801-1gq4k52f8kbml800-c625877bfaadd450-,AL,107.5,no prefix,other title
76,Verity Integrated Systems,5.0,Machine Learning Developer,AL,$77K - $118K (Glassdoor est.),"Huntsville, AL",,Aerospace & Defense,Unknown / Non-Applicable,1 to 50 Employees,Company - Private,Aerospace & Defense,https://www.glassdoor.com/partner/jobListing.htm?pos=429&ao=1136043&s=58&guid=00000186894289a9b5489638b283c66a&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_c8777861&cb=1677340084972&jobListingId=1007739366054&jrtk=3-0-1gq4k52eljrrg801-1gq4k52f8kbml800-aad27a1b4f51e056-,AL,97.5,no prefix,machine_learning_engineer
77,Archarithms Inc,3.4,Data Manager,AL,$48K - $75K (Glassdoor est.),"Huntsville, AL",2012.0,Aerospace & Defense,$1 to $5 million (USD),51 to 200 Employees,Company - Private,Aerospace & Defense,https://www.glassdoor.com/partner/jobListing.htm?pos=408&ao=1136043&s=58&guid=00000186894289a9b5489638b283c66a&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_7b204a3d&cb=1677340084970&jobListingId=1008344075549&jrtk=3-0-1gq4k52eljrrg801-1gq4k52f8kbml800-9315fe1498bff6c1-,AL,61.5,senior,other title
78,COLSA,4.6,Software Engineer (Graph Database),AL,$70K - $96K (Glassdoor est.),"Huntsville, AL",1980.0,Research & Development,$100 to $500 million (USD),1001 to 5000 Employees,Company - Private,Management & Consulting,https://www.glassdoor.com/partner/jobListing.htm?pos=425&ao=1136043&s=58&guid=00000186894289a9b5489638b283c66a&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_38204aa0&cb=1677340084972&jobListingId=1008347848268&jrtk=3-0-1gq4k52eljrrg801-1gq4k52f8kbml800-d6b2c5876a2f54de-,AL,83.0,no prefix,software_engineer
79,CFD Research Corporation,4.4,Aerospace M&S Computational Fluid Dynamics Analyst,AL,$75K - $107K (Glassdoor est.),"Huntsville, AL",1986.0,Research & Development,$5 to $25 million (USD),51 to 200 Employees,Company - Private,Management & Consulting,https://www.glassdoor.com/partner/jobListing.htm?pos=417&ao=1136043&s=58&guid=00000186894289a9b5489638b283c66a&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_7e3bba5d&cb=1677340084971&jobListingId=1008490269960&jrtk=3-0-1gq4k52eljrrg801-1gq4k52f8kbml800-fb12710477143c24-,AL,91.0,no prefix,other title
80,Navigator Development Group Inc,4.8,Digital Transformation Office (DTO) Team Lead,AL,$87K - $139K (Glassdoor est.),"Enterprise, AL",1997.0,Aerospace & Defense,$5 to $25 million (USD),51 to 200 Employees,Company - Private,Aerospace & Defense,https://www.glassdoor.com/partner/jobListing.htm?pos=414&ao=1136043&s=58&guid=00000186894289a9b5489638b283c66a&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_8f21861e&cb=1677340084971&jobListingId=1008437901651&jrtk=3-0-1gq4k52eljrrg801-1gq4k52f8kbml800-2fae71286d37659c-,AL,113.0,senior,other title
81,Change Healthcare,3.5,"Director, AI Engineering (Artificial Intelligence)",AL,Employer est.:$123K - $329K ,"Nashville, TN",2007.0,Information Technology Support Services,Unknown / Non-Applicable,10000+ Employees,Company - Public,Information Technology,https://www.glassdoor.com/partner/jobListing.htm?pos=407&ao=1136043&s=58&guid=00000186894289a9b5489638b283c66a&src=GD_JOB_AD&t=SR&vt=w&cs=1_8bcd96c7&cb=1677340084970&jobListingId=1008461126900&jrtk=3-0-1gq4k52eljrrg801-1gq4k52f8kbml800-8c56979a5fbe0179-,AL,226.0,senior,machine_learning_engineer
